,nome,sexo,nascimento,documento,tipo_documento
33,DLVMOAXCMJBYQOKWOQQLCIUNYSRLZHBSMQSFNUJJVLYVIFZODH,F,1990-11-02,341681318492137,A
34,QHBLVRQGEAHBSXIMRKJDRZWNFFZRYKBBSBSYQSVDYAKMXVLAJX,F,1990-01-24,800822038830647,A
35,QHBLVRQGEAHBSXIMRKJDRZWNFFZRYKBBSBSYQSVDYAKMXVLAJX,F,1990-01-24,381486028831996,B
36,DKEAYZPRQRVZLDZSCIUNWYOXJPMAQMPVZQTMDQRHNYTBOQYCEQ,M,2002-12-06,086910966514864,A
37,DKEAYZPRQRVZLDZSCIUNWYOXJPMAQMPVZQTMDQRHNYTBOQYCEQ,M,2002-12-06,325397306478840,B
38,CRVEQMEBJWNXMAPOSEHKUWZJQWNHGETLHYTFELEJLUOKYESJUC,M,1984-07-06,299695159964866,A
39,CRVEQMEBJWNXMAPOSEHKUWZJQWNHGETLHYTFELEJLUOKYESJUC,M,1984-07-06,041491510018959,B
40,GDRXCEVPORTMKUPAFPMIHPHGBDFGOCKPSUYOAGAKJNKSHZONNF,M,1988-05-07,808798993950192,A
41,VNNAGMAEVJUVVYHOVTNPRMTTBFWGIRBZPBBTAYVYWTOCMVTFHL,M,1991-12-10,084607159101709,A
42,NRKNEGPVTLAKHOWTOEENYISZECDAJDSHPVIUOUTINKDYETNMXY,F,2009-02-23,782170175916448,A
43,MCUAWOXIMGLFWGXQTLCBEBRLTGDXDURXWPCVWDAZKMABXONLLO,F,2006-12-25,710291417918735,A
44,MCUAWOXIMGLFWGXQTLCBEBRLTGDXDURXWPCVWDAZKMABXONLLO,F,2006-12-25,225811063918137,B
45,DGUWMOGQFMUIRGEBULZKYLSUATSBFYQAGFOVKHQBVLGXNTQFDO,F,1990-06-21,272763598179807,A
46,DGUWMOGQFMUIRGEBULZKYLSUATSBFYQAGFOVKHQBVLGXNTQFDO,F,1990-06-21,689372327867119,B
47,DBWWCAIAMTPEBVTSANAFPUFONDYEURXYVWFMEPCSTIWXWVFGGQ,M,2000-02-16,893636169766591,A
48,KLRYQVUNLXXTGAIBALRTGAWGVOEGCPLDMOOYEOBIIPYHPEWKLU,F,1994-09-06,059869065781847,A
49,VHEKQUGJZYKYHHKDPDQXSUUATVXPJUFHGLRWIFKPRVQUFYWMIL,M,1973-05-23,244601936026456,A
50,FOTTNUCGRAUCIGYXWPAHEXNXLJMLSBUPMLJQHOXPLRPNUVIBQR,F,1993-09-24,520912729838490,A
51,RVYMKVSVFUCCPKJEPKCKJRQOGHVJAULOFGNFDGSTZBTDEZSENR,F,1996-01-29,401987619455194,A
52,YTIOXDBQWWFUQTRGAGOLQESGBYVVGMXXFFYAUVTSESKLFHEQRN,M,1997-09-26,521475120155299,A
53,YTIOXDBQWWFUQTRGAGOLQESGBYVVGMXXFFYAUVTSESKLFHEQRN,M,1997-09-26,830947405479611,B
54,YESHDZXYKXFXIMYGDJWUMFIFZNEEXTRBXATQMBTIVNBJBZXHNW,M,1985-09-21,633448022334898,A
55,YESHDZXYKXFXIMYGDJWUMFIFZNEEXTRBXATQMBTIVNBJBZXHNW,M,1985-09-21,364283167679428,B
56,IDSMDDWJYRETMZIRJEYKCJGDLXGMKFLKLNPOCBHERSGXJVEXVM,F,1995-08-12,077056724625892,A
57,IDSMDDWJYRETMZIRJEYKCJGDLXGMKFLKLNPOCBHERSGXJVEXVM,F,1995-08-12,477033838723221,B
58,TTALWYICPZUOIGJFCQKSAWOQVIWRLRQSUAFNQDRTMMXXCZNJZI,M,2000-07-21,934513052073394,A
59,TTALWYICPZUOIGJFCQKSAWOQVIWRLRQSUAFNQDRTMMXXCZNJZI,M,2000-07-21,599927375329893,B
60,QUKMLYEXMFMNZDATLIKFQSNTTLADEBKRADGLMLNYUXIWVLIIWS,F,1997-03-08,469771232967488,A
61,YDTHITBARFMBBVADWFLDQXNBOGYXJMXVLXFQMSJDGPGNMZYVQY,M,1974-08-12,762068961449253,A
62,YDTHITBARFMBBVADWFLDQXNBOGYXJMXVLXFQMSJDGPGNMZYVQY,M,1974-08-12,280143298784563,B
63,HLHRTGGFMDIKNRCVVVJXNXPSEAXYNBLYOGZTCVHNAALCNKLHQJ,M,1986-06-03,862550657354650,A
64,HLHRTGGFMDIKNRCVVVJXNXPSEAXYNBLYOGZTCVHNAALCNKLHQJ,M,1986-06-03,406137061066915,B
65,GQTFADQDJPLJPENNQKCHEHMMVLZCZTKWKYEFXZSYRDMYVRPDBR,M,1984-01-07,168943294777822,A
66,RUANFQTJAHVRNWDEOMAMNRJOPGLNLXCVZCWBCHZATZBPOPTUAK,M,1994-06-29,905618085173110,A
67,RUANFQTJAHVRNWDEOMAMNRJOPGLNLXCVZCWBCHZATZBPOPTUAK,M,1994-06-29,560845395553157,B
68,TKYELZHMJGDGZYWWSYKGQKRQAGMHPVFXSOAOOBINHDBRCGZISM,F,2005-09-08,045088507520646,A
69,DYGRGBDCFBRSHDWBNZYOSWMHFUKHPGHXDNDDKFJKNAYXYBYUEE,M,1971-07-21,577697700224684,A
70,DYGRGBDCFBRSHDWBNZYOSWMHFUKHPGHXDNDDKFJKNAYXYBYUEE,M,1971-07-21,477276720104013,B
71,DHADLNQEPSYGLYRGBVDJVSGXDYRESWZKWEIRURQBCGDJCJKZVZ,M,1983-07-24,036243209297413,A
72,YXYJJFHKWSBGIRXZAHNNFQFRWDCJIBQIEAZWHOZJUYMXZFWPPV,F,2002-09-15,991020445620105,A
73,YXYJJFHKWSBGIRXZAHNNFQFRWDCJIBQIEAZWHOZJUYMXZFWPPV,F,2002-09-15,502100898464074,B
74,NPTCGMHZVAPJAXZAONQXGYRJTISZAPLBTMRWQMZOOBLPXPLHLN,F,1981-06-24,330197070658700,A
75,NPTCGMHZVAPJAXZAONQXGYRJTISZAPLBTMRWQMZOOBLPXPLHLN,F,1981-06-24,042638656737143,B
76,AMIVXVKMPEWMORNQIBAPMWJCWMZFUWPYDWNTFJHDHVWGEOYVGX,F,2006-08-24,034420310596821,A
77,AMIVXVKMPEWMORNQIBAPMWJCWMZFUWPYDWNTFJHDHVWGEOYVGX,F,2006-08-24,307739188247335,B
78,HJJZFPIQDEQKTDKLWXHREVGMBUCZBDRYORMMVRDNXPMNIWYUDR,F,1988-06-28,588432028065056,A
79,EQDDFYDHTCNBPXYVUAVYRVVJTAXCXHTFQHJHJODTSCSABWCLIU,M,2004-01-19,385439256135704,A
80,EQDDFYDHTCNBPXYVUAVYRVVJTAXCXHTFQHJHJODTSCSABWCLIU,M,2004-01-19,722540065639565,B
81,CRUSKWGROPBFLPSSNVHCWGDHGXZRVENLODUXHVOKZTFHTGWFNA,M,1991-10-28,425257804796678,A
82,RLHMYPVYYGRKXEKWAGKGLIRJMYXUMRGABPCNGKFVICHFTIVERL,M,1971-03-30,605835143156624,A
83,RLHMYPVYYGRKXEKWAGKGLIRJMYXUMRGABPCNGKFVICHFTIVERL,M,1971-03-30,184457897155364,B
84,QCRSXVRSRZWUUYSASXTOLMYHMRCLLXJHVAAUAFPARZOTMOJTDN,M,1987-06-30,399576512984850,A
85,QCRSXVRSRZWUUYSASXTOLMYHMRCLLXJHVAAUAFPARZOTMOJTDN,M,1987-06-30,193117135027910,B
86,UOEMEIPZYJOPVODXBYWRVVNXLSFMFAJUEMCOAUZXMYIWEZGDFQ,M,1986-06-15,998581027554684,A
87,GRCYSQSQUTNHVRCHMIEKCZPWSFWARLFZFTERXKMRUQFWZQNSYR,M,1975-03-07,300924188283947,A
88,GRCYSQSQUTNHVRCHMIEKCZPWSFWARLFZFTERXKMRUQFWZQNSYR,M,1975-03-07,285481322807925,B
89,BQXFYEDMRCBULZOBVMTMXURLEKONLDALFXMFVPRHRZOSNRTDHK,M,1978-12-05,864388949379213,A
90,BQXFYEDMRCBULZOBVMTMXURLEKONLDALFXMFVPRHRZOSNRTDHK,M,1978-12-05,949373428005807,B
91,ZTWTIWLLVMIBUDHQPNRXWGBMQFAJEILBSNWIZNWYJDFVLVXZUT,M,1999-12-29,430504841683224,A
92,QJDJCZPWOLGGHLPGUMSNXBIQYLKALPZITKLIVFZWSYHSMGSNCZ,M,1982-01-07,369376733137059,A
93,QJDJCZPWOLGGHLPGUMSNXBIQYLKALPZITKLIVFZWSYHSMGSNCZ,M,1982-01-07,472725694987294,B
94,IVOYZKGUFDYRLMSBKTFUWJQPGKMKKLTDUCFBNYYTTCVLALZHBS,F,1972-03-22,249562065795947,A
95,EWHMSCQRPTPOHNJPXLMRIDGKFHMZJLLSDNQCWRLLOWEPBPTNZX,F,1992-05-05,939452848639875,A
96,EWHMSCQRPTPOHNJPXLMRIDGKFHMZJLLSDNQCWRLLOWEPBPTNZX,F,1992-05-05,715742466575884,B
97,ULZUNZEHVRAMWQUSXURJTRPVCZEJIPVYLNAECYVHXWZLZFRHSZ,F,1980-10-17,965842011859551,A
98,ULZUNZEHVRAMWQUSXURJTRPVCZEJIPVYLNAECYVHXWZLZFRHSZ,F,1980-10-17,482286722639718,B
99,XVGZHGIGOBFOOMQKKMRVVLVKJEAPOGQWFIJGNUHOHVFFRSPYEY,F,1971-02-20,273926903490498,A
100,XVGZHGIGOBFOOMQKKMRVVLVKJEAPOGQWFIJGNUHOHVFFRSPYEY,F,1971-02-20,569152497657399,B
101,ZHCRVNZBBDQRMETMJPCVMKDGPNMKPKJFCKUELVKLQSILQFCNYF,M,1998-02-28,784922426088522,A
102,ZHCRVNZBBDQRMETMJPCVMKDGPNMKPKJFCKUELVKLQSILQFCNYF,M,1998-02-28,197888174929347,B
103,KTTRUZRHOYGIFQPDWJJUOLVNOOJRYQPZDPDPGOITSPHOBBEBDO,F,1978-08-04,512075423376301,A
104,KFMBCCCCRZJAZSYVEKINDBPLXCWPUEGDCCRBCFGDPTWSDATVPE,M,1985-12-31,010059686319319,A
105,MYAIXWMOEOPETJCFKFVAQEALQTLSXIPGJXJOGGHBNEVFDYUWNE,M,1982-01-05,782498005666808,A
106,KOCTNYUHFVCLZMGSCBWHYLTWPGDGBQXMZDRIGYMIMQNTRFEFVE,F,1993-01-27,649366283673430,A
107,MQTNQSILDYTXETMDJVSBJNWVRRPLOEIUNVKDVKWFHGCONSAXJJ,M,1994-04-24,642549923469742,A
108,UUGUBITRUZRPROFHEQDTXBUTZGQDOANFQMJFTNJEMYMFXJSVPN,M,1980-10-07,558586944493064,A
109,UUGUBITRUZRPROFHEQDTXBUTZGQDOANFQMJFTNJEMYMFXJSVPN,M,1980-10-07,349074520167449,B
110,HPYHIOQRAICBMJDKGWGTIYFYPCBRLZIXEDVXZUISXMEVPAJJKR,M,1985-07-13,849913405265477,A
111,HPYHIOQRAICBMJDKGWGTIYFYPCBRLZIXEDVXZUISXMEVPAJJKR,M,1985-07-13,620245703787927,B
112,NGHLHRZQDPNWVWIFCHVGWNGWXMWWXDYPICUEHVXFQCXHCMATEA,F,1979-04-15,767360810805641,A
113,NGHLHRZQDPNWVWIFCHVGWNGWXMWWXDYPICUEHVXFQCXHCMATEA,F,1979-04-15,318434820033589,B
114,AMMOFSEWAYCJHADPUSZSSJXYTPAJBCFDZTTQFYLTITTFYVUEZU,M,1981-08-01,405098833378577,A
115,AMMOFSEWAYCJHADPUSZSSJXYTPAJBCFDZTTQFYLTITTFYVUEZU,M,1981-08-01,789990326653802,B
116,KESJBMADGVYIMLWAEWLNCWVYENIDZZDTWWKKVRZTZFMRQZTMLR,M,2007-01-17,962592380082357,A
117,KESJBMADGVYIMLWAEWLNCWVYENIDZZDTWWKKVRZTZFMRQZTMLR,M,2007-01-17,847698823848865,B
118,MLAOCPOLHXZBHITLPSIHQWJMKSZRFNSQJYVZYZRBIIVQGFCMIB,M,1973-02-04,832922844295333,A
119,ZQHAEXLKNCRLKLLXCTJJJHPGHLCPFVFKJIJXUPEYQXSZSFEULP,F,1992-07-27,394432536268709,A
120,WOIDCWUSJBACOWQDBXZRQIEWXQUHZJKYFHITTEJJEFGLQDKAKF,F,1973-11-06,680790970570434,A
121,WOIDCWUSJBACOWQDBXZRQIEWXQUHZJKYFHITTEJJEFGLQDKAKF,F,1973-11-06,050160638822288,B
122,PHGDZZJUDGMUDKFCCRBILFJNBETYFLSSUHLDLYIMQMOJWJLICN,M,1992-08-02,581237875254132,A
123,KVSSTTVPRQBFUMUFKXSHNWRYXLWQQMPDPGEORKQBRPIJNXRDTE,F,1971-04-24,018134567347548,A
124,KVSSTTVPRQBFUMUFKXSHNWRYXLWQQMPDPGEORKQBRPIJNXRDTE,F,1971-04-24,103910143232341,B
125,KZYXPSYLJIITFBBMOWUEKBTKMTPRGEZMDXZULWCTASRNVAGZOM,F,1990-03-25,042374607586402,A
126,SFIGZOSKJXFJYLYBGCRSQHPCDIGNPEZBDSPNRZOPJCKDSENUBC,F,2008-10-14,035258241679075,A
127,NKMFSSWZWRZACUORLHDGBSSEVIDXSYFSQEMAKJMUQVZMKLPEMZ,F,1973-10-04,478446352877054,A
128,NKMFSSWZWRZACUORLHDGBSSEVIDXSYFSQEMAKJMUQVZMKLPEMZ,F,1973-10-04,486701217769271,B
129,HQCUQADRZPKZKMBUEXBVCEBFMBRVHVNDHRNPNFUMLETROEEXBU,M,2007-08-14,520956379353999,A
130,SKDVSIZYZJREOOSXVAOINKQELJNERMMYKCYKABFNUCWOJBCAZQ,M,2008-10-05,410385892088211,A
131,KRYRONDEQBHNWOJWWTPGZHSIXVRZYUNRNYBVLPUVTBHNHSXRZV,M,1981-06-10,956057999766837,A
132,KJTFAJKDKIJDEMVJJWKAMCQKCYGPLKGRLWKMKDNVPEOMHPFPYL,M,2003-06-20,262152713346981,A
133,KJTFAJKDKIJDEMVJJWKAMCQKCYGPLKGRLWKMKDNVPEOMHPFPYL,M,2003-06-20,941966408872071,B
134,TSIZUDDHITSIOEBBKGGPYYGBZQOPKTYHBJFKQPVTNTOXAHJDPC,F,1997-01-07,224825319880492,A
135,TSIZUDDHITSIOEBBKGGPYYGBZQOPKTYHBJFKQPVTNTOXAHJDPC,F,1997-01-07,873273759140636,B
136,OCKXWZUJAVSHWHLWKBYDSVMLNFURCLYIDJACKPUEWXAPKORYJN,F,1990-07-09,898599466198796,A
137,OCKXWZUJAVSHWHLWKBYDSVMLNFURCLYIDJACKPUEWXAPKORYJN,F,1990-07-09,529215102643543,B
138,WRBKWLXWAKKBPOBKNGJZGLMOCFLPKNIHMHEFQGMGVNPHNPLXOJ,M,1993-08-03,248756749330806,A
139,WRBKWLXWAKKBPOBKNGJZGLMOCFLPKNIHMHEFQGMGVNPHNPLXOJ,M,1993-08-03,831051679066705,B
140,FABDUQBTLADJPADJZVQAQSNYIHHEPKEPDZWPMHBGVJOLEGMDFT,M,1970-02-28,217252748471029,A
141,FABDUQBTLADJPADJZVQAQSNYIHHEPKEPDZWPMHBGVJOLEGMDFT,M,1970-02-28,244881164036705,B
142,WLBZCXYXTZWTISBVBCNOSUSHIWIXZOKMZNBWPGIIIPUTLEIOGP,M,2009-12-12,891570659033275,A
143,ZPULIDTGFQPGPJCCHKXVNKWFXBLRQVJACRSIDUUZPLSPXUINMX,M,1970-10-13,582277621458066,A
144,IURVQQXDJZIASRYZECJJYPWADEXHXCNIYOHGSLLJLWTOCQZXYK,M,1977-10-04,798738318502825,A
145,IURVQQXDJZIASRYZECJJYPWADEXHXCNIYOHGSLLJLWTOCQZXYK,M,1977-10-04,102393323110215,B
146,QJNYHPKOUZCEFBYQSJXJMSFVCZTIJAPMWDSQMISWBIICJYLRGB,M,1993-04-12,323024837622936,A
147,QJNYHPKOUZCEFBYQSJXJMSFVCZTIJAPMWDSQMISWBIICJYLRGB,M,1993-04-12,855321502397356,B
148,TCELCTKGPPNXKYJQHJSCDRSWCHBUGQGEQGDZVXULHLVJJWYNHI,F,2006-09-30,708720673880819,A
149,SJXQWCSNCKBFXCIORAHURCTKVFVPHZJBLRWNJCFTGTROABQNNP,F,1972-04-14,354485156033516,A
150,COYCUTANCDZNNLWRKBXLYCEPLDWIFEJQNROZXFJAYQVTUQQPNZ,F,1985-08-03,513750777652454,A
151,IVBRFGOWUMMLSBOUJINBZZPUXDAHDWOWVORXUSFIMTDTYPXLML,F,1979-01-22,719536687335953,A
152,IVBRFGOWUMMLSBOUJINBZZPUXDAHDWOWVORXUSFIMTDTYPXLML,F,1979-01-22,678848609412389,B
153,FVXWJSWDZOPRELRVVQETZKZAHUXNUGEKVXKUBOLPFHNPBGIPYA,F,1985-01-07,355345189853896,A
154,OPQRHVSTJDGBNGJOCENHZINJQDSNPRBVNOAFGPBSSKFJOXBRKG,M,1976-02-15,732664323955552,A
155,GPIDUVRCJEHDSNUECRDMMUJRXNVSJKOZNQJKOZJWTHRLBGEHLE,F,1986-03-18,431658605378959,A
156,GPIDUVRCJEHDSNUECRDMMUJRXNVSJKOZNQJKOZJWTHRLBGEHLE,F,1986-03-18,337297169822298,B
157,DRXMWVEBQIARXMOPRJDFNLEGRXSDLGQRVZQWZKYZAYSWCVPKMT,F,1986-07-11,100463489444223,A
158,DRXMWVEBQIARXMOPRJDFNLEGRXSDLGQRVZQWZKYZAYSWCVPKMT,F,1986-07-11,643079879375272,B
159,FGUNTZTWSSYZVQPXEIGGJXXCQEUMZKPDCXVISCQIWCJWFSTMWG,M,2002-02-28,706227117122333,A
160,KVKZMEUMWUJNPHUJVXQZOYBPLPAKCLGDYHRJEDFVBIVMERLCDB,F,1982-05-17,297508906738782,A
161,GSHXVRQJIUIICVHWFSFIQZMZRXHFCTIGRLRAPTSXMZIGLNWXKT,F,1977-04-07,394602284398684,A
162,GSHXVRQJIUIICVHWFSFIQZMZRXHFCTIGRLRAPTSXMZIGLNWXKT,F,1977-04-07,132318976581168,B
163,IGFRZLDGREMVHNUIQWWNRJPSGGWHBBUGDFPDYRPRNKLLUJHGMF,M,1973-11-15,026107038821343,A
164,IGFRZLDGREMVHNUIQWWNRJPSGGWHBBUGDFPDYRPRNKLLUJHGMF,M,1973-11-15,559372511086260,B
165,HSOGJNHSCSMBBXWNXYWTNYQBLPEPXMSVENPRLCXRCHYMDJIJZL,F,2009-08-08,327584718178416,A
166,LRGONEYOMEBJGFFVEZHSZIAHWVFCMQQOGAQNPHWRLQJEUMZZLD,F,1970-09-18,678950717486996,A
167,LRGONEYOMEBJGFFVEZHSZIAHWVFCMQQOGAQNPHWRLQJEUMZZLD,F,1970-09-18,672838712884206,B
168,GIICPGWSGTUAJMFFKSKTLUSMOXFODTNTKGONTJSFYCTUKKMCIW,M,1983-10-11,181022208110765,A
169,GIICPGWSGTUAJMFFKSKTLUSMOXFODTNTKGONTJSFYCTUKKMCIW,M,1983-10-11,185242082454509,B
170,VEDKFMQKDKHCPIELIBQNZBQWQJSAVLECONNOBTJNYXXXVXQPXO,M,1994-08-14,175439826025679,A
171,YZYHYAKRGYWWECMIAWIDTTHDVJBOHRARVMOHMBISQZEZKTWINY,M,1978-09-09,668777314128624,A
172,XCHZEQOEGZVXTTNHKDYCDCWILKFEVWGOUDYZORRUGMRPKTSGBH,M,1999-01-01,334580335358193,A
173,VYTIVBJQQEFAIFDOUGXMJZOZHNXZSAWZBPHWVKRQJTLIHYKZWF,F,1993-11-26,015983992098692,A
174,VYTIVBJQQEFAIFDOUGXMJZOZHNXZSAWZBPHWVKRQJTLIHYKZWF,F,1993-11-26,102654017894707,B
175,DMAIZNGLXOYJWYTWVIWZQBMFSKLFJLFLPNUEUKEZYYWUSESCJO,M,1971-06-09,733099998020593,A
176,ZFXDZKRSYUWBVEYEIKQKEBJSNBJMZWOISVVLVQLHBDNBFEGVRF,M,2004-06-30,990098334774152,A
177,ZFXDZKRSYUWBVEYEIKQKEBJSNBJMZWOISVVLVQLHBDNBFEGVRF,M,2004-06-30,888695851314710,B
178,LIDGPERXXXZUBDVISTNMACXTWFZZSZGEWVHXSMOMVTVYVDIUMI,F,1975-08-28,551709140241794,A
179,FRNDKJXNBMUWBHRAFNRDQKQWNEOLYPXXTIUXYULMPOPRDJGZGW,F,1999-11-07,995393002413997,A
180,FRNDKJXNBMUWBHRAFNRDQKQWNEOLYPXXTIUXYULMPOPRDJGZGW,F,1999-11-07,894262079168749,B
181,TJGHVXJZPBEJXMDEQHSKIDYPDJHASTTPEQOZKFEWXFZTMDSTYB,M,1972-05-28,380899348197029,A
182,TJGHVXJZPBEJXMDEQHSKIDYPDJHASTTPEQOZKFEWXFZTMDSTYB,M,1972-05-28,940077232923544,B
183,JWWJXHMGBTCXZEIGYKNTTTSODEQUCEGKXQHPIFOSSEVICZBCNV,F,2008-05-24,877515592342994,A
184,JWWJXHMGBTCXZEIGYKNTTTSODEQUCEGKXQHPIFOSSEVICZBCNV,F,2008-05-24,301727033958848,B
185,XAXWJAFSPRMLFJYTNHCKGXMCJHIJCWEWJVNSSKLWISZJKVCEIC,M,1989-11-19,783938737637276,A
186,XAXWJAFSPRMLFJYTNHCKGXMCJHIJCWEWJVNSSKLWISZJKVCEIC,M,1989-11-19,921492779319019,B
187,JGYIXPEJRPWTIFHZRMZNUASRXKYNVLPVJSKCSSKJANXXZKKEER,M,1977-04-03,861810660966622,A
188,JGYIXPEJRPWTIFHZRMZNUASRXKYNVLPVJSKCSSKJANXXZKKEER,M,1977-04-03,511149459910963,B
189,UWHTLBBAQRBMVXYFOTPHSOMJAGSMOTPFMOOZZFLWLBKWHHPTXA,M,1979-09-11,730082742848743,A
190,UWHTLBBAQRBMVXYFOTPHSOMJAGSMOTPFMOOZZFLWLBKWHHPTXA,M,1979-09-11,231153395078784,B
191,PRJVUGWJOFXFAGYYJUPUMUZJELPIDBNECQDCEKCOYNCSCXYRKV,M,1994-04-22,067652895610627,A
192,QUKUYHIDCREFVDUTAVNVWBVVVKAQIHFUXLVZUMMZQLNBNHLFYU,M,1978-05-17,990979101499630,A
193,JAAQCJOCIMVNOIDIMKOSMJBJANMPZOGFJHOVRQBRDPLRHYRTIS,F,2000-09-08,002170840758867,A
194,JAAQCJOCIMVNOIDIMKOSMJBJANMPZOGFJHOVRQBRDPLRHYRTIS,F,2000-09-08,309712518343426,B
195,YFFIACZITUPXVALMLOPDSTFPSPTRJBZMFHOJIHPVRZIEJXNPSA,F,1989-05-18,757393589287582,A
196,YFFIACZITUPXVALMLOPDSTFPSPTRJBZMFHOJIHPVRZIEJXNPSA,F,1989-05-18,308770154225390,B
197,VEUTVCFOHZYTQALEFGDZTNYXJDYBTGYBCUQBCSMWOCPQAHHLPE,M,1990-04-15,875441205912800,A
198,VEUTVCFOHZYTQALEFGDZTNYXJDYBTGYBCUQBCSMWOCPQAHHLPE,M,1990-04-15,726279045920854,B
199,CQLLXKCAMHZBUQLZXZJSZMPFGDTYDQSMJGVYUMZCICHZAMYTXI,F,1987-04-24,666062715352146,A
200,CQLLXKCAMHZBUQLZXZJSZMPFGDTYDQSMJGVYUMZCICHZAMYTXI,F,1987-04-24,746485761554639,B
201,TMLUPGUZXXOEIJSJMUVBIMKIORWSPQFINBTZNQFIMTEHFCZKIT,F,1980-10-11,204335883359994,A
202,SXWFOMKKLKPXQLJDVBXZSLRRQGWIXVMDIHQJNZQCSTTPYJJBHG,M,1976-02-21,320041545188128,A
203,KGMGGTJEZNIQWHFVHYKMBQJDJCNGGURGBZZLPUUQOFRBHYSSTJ,M,1995-04-26,431521985444107,A
